data;fonte_energia;total_pago;total_recebido;total_energia_entregue;total_energia_recebida;total_capacidade;total_geracao_centro_gravidade
2021-12-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2021-07-01;Hidráulica;103289.0;105469.0;7666.0;7536.0;109956.89000000007;31383
2021-07-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;1493.273;164
2021-07-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4090.8000000000006;1429
2021-07-01;Hidráulica CGH;444.0;388.0;17.0;17.0;487.61699999999996;138
2021-07-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3017.411;1845
2021-07-01;Hidráulica PCH;5697.0;3584.0;267.0;411.0;5379.4640000000045;1729
2021-07-01;Térmica a Gás;0.0;0.0;0.0;0.0;15495.390999999996;7628
2021-07-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13672.682000000003;4603
2021-07-01;Térmica - Outros;0.0;0.0;0.0;0.0;12795.2;951
2021-07-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;976
2021-07-01;Térmica a GNL;0.0;0.0;0.0;0.0;2219.6400000000003;1242
2021-07-01;Eólica;0.0;0.0;0.0;0.0;19777.229000000007;9440
2021-07-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;4077.963999999999;788
2021-07-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2021-11-01;Hidráulica;171544.0;170891.0;8865.0;9074.0;110040.89000000007;37093
2021-11-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;1493.273;191
2021-11-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4127.800000000001;1715
2021-11-01;Hidráulica CGH;682.0;480.0;30.0;21.0;517.532;186
2021-11-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3017.411;1871
2021-11-01;Hidráulica PCH;6420.0;7256.0;561.0;345.0;5382.084000000005;2658
2021-11-01;Térmica a Gás;0.0;0.0;0.0;0.0;15001.166999999996;7662
2021-11-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;14291.075000000003;2243
2021-11-01;Térmica - Outros;0.0;0.0;0.0;0.0;12807.680000000002;1137
2021-11-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1681
2021-11-01;Térmica a GNL;0.0;0.0;0.0;0.0;2219.6400000000003;1559
2021-11-01;Eólica;0.0;0.0;0.0;0.0;21157.404000000017;7828
2021-11-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;4734.256000000003;1074
2021-11-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2021-05-01;Hidráulica;150662.0;167281.0;11430.0;10300.0;109956.89000000007;41415
2021-05-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;1316.157;97
2021-05-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4192.800000000001;182
2021-05-01;Hidráulica CGH;1531.0;42.0;0.0;92.0;487.73699999999997;103
2021-05-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3017.411;1247
2021-05-01;Hidráulica PCH;16515.0;1385.0;97.0;1142.0;5329.189000000004;1885
2021-05-01;Térmica a Gás;0.0;0.0;0.0;0.0;16571.240999999998;5280
2021-05-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13551.604000000003;4257
2021-05-01;Térmica - Outros;0.0;0.0;0.0;0.0;12795.2;196
2021-05-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1318
2021-05-01;Térmica a GNL;0.0;0.0;0.0;0.0;2219.6400000000003;371
2021-05-01;Eólica;0.0;0.0;0.0;0.0;18929.944000000007;6942
2021-05-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;3477.8369999999995;743
2021-05-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2021-04-01;Hidráulica;145374.0;159583.0;12335.0;11230.0;109956.89000000007;44741
2021-04-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;1316.157;102
2021-04-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4192.800000000001;97
2021-04-01;Hidráulica CGH;1350.0;92.0;6.0;91.0;485.127;128
2021-04-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3017.411;898
2021-04-01;Hidráulica PCH;14849.0;1898.0;138.0;1142.0;5329.189000000004;2174
2021-04-01;Térmica a Gás;0.0;0.0;0.0;0.0;15557.890999999996;5377
2021-04-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13551.604000000003;2902
2021-04-01;Térmica - Outros;0.0;0.0;0.0;0.0;12795.2;279
2021-04-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1404
2021-04-01;Térmica a GNL;0.0;0.0;0.0;0.0;2219.6400000000003;337
2021-04-01;Eólica;0.0;0.0;0.0;0.0;18600.48900000001;6081
2021-04-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;3392.3369999999995;746
2021-04-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2021-10-01;Hidráulica;233871.0;229563.0;9312.0;9875.0;110040.89000000007;31745
2021-10-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;1493.273;242
2021-10-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4163.800000000001;2101
2021-10-01;Hidráulica CGH;512.0;843.0;52.0;11.0;516.612;222
2021-10-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3017.411;2051
2021-10-01;Hidráulica PCH;6061.0;10049.0;776.0;252.0;5376.984000000005;2544
2021-10-01;Térmica a Gás;0.0;0.0;0.0;0.0;14996.070999999996;8218
2021-10-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;14146.015000000003;3290
2021-10-01;Térmica - Outros;0.0;0.0;0.0;0.0;12807.680000000002;1231
2021-10-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1743
2021-10-01;Térmica a GNL;0.0;0.0;0.0;0.0;2219.6400000000003;1511
2021-10-01;Eólica;0.0;0.0;0.0;0.0;20906.464000000014;9363
2021-10-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;4640.132000000001;946
2021-10-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-08-01;Hidráulica;154102.0;162820.0;9146.0;8690.0;109834.1370000001;34781
2019-08-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;349
2019-08-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4808.905000000001;13
2019-08-01;Hidráulica CGH;587.0;69.0;3.0;22.0;337.9489999999999;71
2019-08-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1770
2019-08-01;Hidráulica PCH;10034.0;1833.0;140.0;562.0;5172.162000000003;1524
2019-08-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;6292
2019-08-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12934.723000000005;4641
2019-08-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;334
2019-08-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1859
2019-08-01;Eólica;0.0;0.0;0.0;0.0;15154.249000000014;8609
2019-08-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;193
2019-08-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2234.8650000000002;578
2019-08-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-09-01;Hidráulica;185561.0;197459.0;10808.0;10183.0;109870.1370000001;37818
2019-09-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;392
2019-09-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4772.745;20
2019-09-01;Hidráulica CGH;650.0;54.0;2.0;22.0;344.5809999999999;73
2019-09-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1815
2019-09-01;Hidráulica PCH;12734.0;1425.0;112.0;706.0;5186.162000000003;1436
2019-09-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;6349
2019-09-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12973.575000000006;4394
2019-09-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;347
2019-09-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1859
2019-09-01;Eólica;0.0;0.0;0.0;0.0;15290.524000000014;8291
2019-09-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;194
2019-09-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2243.9900000000002;657
2019-09-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-10-01;Hidráulica;168339.0;177520.0;10130.0;9661.0;109869.5370000001;39612
2019-10-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;388
2019-10-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4772.745;57
2019-10-01;Hidráulica CGH;538.0;84.0;4.0;20.0;344.5809999999999;89
2019-10-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1833
2019-10-01;Hidráulica PCH;11285.0;2546.0;202.0;651.0;5195.272000000003;1770
2019-10-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;6956
2019-10-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13040.875000000005;4409
2019-10-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;345
2019-10-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1801
2019-10-01;Eólica;0.0;0.0;0.0;0.0;15325.624000000014;8103
2019-10-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;191
2019-10-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2349.9900000000002;657
2019-10-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-04-01;Hidráulica;169172.0;178901.0;11684.0;11078.0;109430.05700000009;48725
2019-04-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;450
2019-04-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;421
2019-04-01;Hidráulica CGH;686.0;94.0;5.0;37.0;313.46299999999997;142
2019-04-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3118.411;1156
2019-04-01;Hidráulica PCH;11924.0;2771.0;216.0;781.0;5137.4720000000025;2919
2019-04-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;2476
2019-04-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12895.934000000005;2676
2019-04-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;412
2019-04-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1355
2019-04-01;Eólica;0.0;0.0;0.0;0.0;15066.849000000015;3588
2019-04-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;193
2019-04-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2147.2400000000002;476
2019-04-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-05-01;Hidráulica;133345.0;136177.0;9771.0;9594.0;109430.05700000009;45389
2019-05-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;369
2019-05-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;217
2019-05-01;Hidráulica CGH;396.0;179.0;9.0;24.0;326.60699999999997;165
2019-05-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;968
2019-05-01;Hidráulica PCH;7235.0;4626.0;363.0;519.0;5135.992000000002;2931
2019-05-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;2327
2019-05-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12907.122000000005;4055
2019-05-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;351
2019-05-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;950
2019-05-01;Eólica;0.0;0.0;0.0;0.0;15112.249000000014;5188
2019-05-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;191
2019-05-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2147.2400000000002;477
2019-05-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-11-01;Hidráulica;149521.0;152500.0;9071.0;8975.0;109864.93700000009;39865
2019-11-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2316.1569999999997;380
2019-11-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4772.745;34
2019-11-01;Hidráulica CGH;306.0;215.0;7.0;10.0;356.17699999999996;143
2019-11-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1999
2019-11-01;Hidráulica PCH;7156.0;4259.0;340.0;429.0;5191.272000000003;2376
2019-11-01;Térmica a Gás;0.0;0.0;0.0;0.0;20374.421000000002;7023
2019-11-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13066.901000000003;3597
2019-11-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;526
2019-11-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1850
2019-11-01;Eólica;0.0;0.0;0.0;0.0;15356.809000000014;7201
2019-11-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;192
2019-11-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2540.3099999999995;625
2019-11-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-07-01;Hidráulica;150208.0;155968.0;8731.0;8468.0;109834.1370000001;37394
2019-07-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;405
2019-07-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;15
2019-07-01;Hidráulica CGH;510.0;109.0;4.0;20.0;330.69499999999994;105
2019-07-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1837
2019-07-01;Hidráulica PCH;8138.0;2752.0;216.0;462.0;5137.912000000003;1902
2019-07-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;4601
2019-07-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12919.322000000006;4311
2019-07-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;338
2019-07-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1846
2019-07-01;Eólica;0.0;0.0;0.0;0.0;15138.249000000014;6897
2019-07-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;192
2019-07-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2234.8650000000002;518
2019-07-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-12-01;Hidráulica;150201.0;154817.0;8933.0;8759.0;109898.50500000009;42288
2019-12-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2316.1569999999997;437
2019-12-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4641.745;40
2019-12-01;Hidráulica CGH;453.0;124.0;8.0;16.0;361.49699999999996;122
2019-12-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;1999
2019-12-01;Hidráulica PCH;8738.0;4451.0;344.0;505.0;5251.9720000000025;2588
2019-12-01;Térmica a Gás;0.0;0.0;0.0;0.0;20374.421000000002;5314
2019-12-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;13090.901000000003;1842
2019-12-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;464
2019-12-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1823
2019-12-01;Eólica;0.0;0.0;0.0;0.0;15427.994000000013;6845
2019-12-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;193
2019-12-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2648.3099999999995;655
2019-12-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-06-01;Hidráulica;124586.0;126941.0;8100.0;8029.0;109831.93700000009;40689
2019-06-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;438
2019-06-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;19
2019-06-01;Hidráulica CGH;351.0;179.0;8.0;11.0;328.18699999999995;143
2019-06-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3463.411;505
2019-06-01;Hidráulica PCH;7218.0;3648.0;285.0;460.0;5139.992000000003;2361
2019-06-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;2533
2019-06-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12913.122000000005;4212
2019-06-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;375
2019-06-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1815
2019-06-01;Eólica;0.0;0.0;0.0;0.0;15122.249000000014;7136
2019-06-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;194
2019-06-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2153.8650000000002;492
2019-06-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-02-01;Hidráulica;146704.0;156781.0;11034.0;10360.0;109430.05700000009;50777
2019-02-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;164
2019-02-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;452
2019-02-01;Hidráulica CGH;641.0;190.0;13.0;37.0;297.243;144
2019-02-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3118.411;1191
2019-02-01;Hidráulica PCH;13864.0;4227.0;333.0;974.0;5116.422000000001;2794
2019-02-01;Térmica a Gás;0.0;0.0;0.0;0.0;19112.597;5586
2019-02-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12867.002000000002;945
2019-02-01;Térmica - Outros;0.0;0.0;0.0;0.0;8900.1;398
2019-02-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1819
2019-02-01;Eólica;0.0;0.0;0.0;0.0;14883.749000000014;3305
2019-02-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;83
2019-02-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2049.1200000000003;471
2019-02-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-03-01;Hidráulica;184620.0;191371.0;12228.0;11876.0;109430.05700000009;49394
2019-03-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;191
2019-03-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;383
2019-03-01;Hidráulica CGH;670.0;119.0;5.0;38.0;305.36299999999994;161
2019-03-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3118.411;1106
2019-03-01;Hidráulica PCH;11485.0;5280.0;413.0;730.0;5127.772000000002;3122
2019-03-01;Térmica a Gás;0.0;0.0;0.0;0.0;19084.791;3818
2019-03-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12891.788000000002;1329
2019-03-01;Térmica - Outros;0.0;0.0;0.0;0.0;10035.2;416
2019-03-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1578
2019-03-01;Eólica;0.0;0.0;0.0;0.0;15066.849000000015;3451
2019-03-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;11
2019-03-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;2147.2400000000002;487
2019-03-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
2019-01-01;Hidráulica;156770.0;167854.0;10677.0;10047.0;109430.05700000009;53271
2019-01-01;Térmica bi-Combustível - gás/óleo;0.0;0.0;0.0;0.0;2522.5069999999996;135
2019-01-01;Térmica a Óleo;0.0;0.0;0.0;0.0;4913.905000000001;203
2019-01-01;Hidráulica CGH;800.0;221.0;16.0;40.0;300.24299999999994;138
2019-01-01;Térmica a Carvão Mineral;0.0;0.0;0.0;0.0;3118.411;516
2019-01-01;Hidráulica PCH;15254.0;4738.0;373.0;984.0;5075.908000000001;2799
2019-01-01;Térmica a Gás;0.0;0.0;0.0;0.0;19112.597;3364
2019-01-01;Térmica a Biomassa;0.0;0.0;0.0;0.0;12846.702000000003;764
2019-01-01;Térmica - Outros;0.0;0.0;0.0;0.0;4500.1;338
2019-01-01;Térmica Nuclear;0.0;0.0;0.0;0.0;2007;1746
2019-01-01;Eólica;0.0;0.0;0.0;0.0;14743.749000000014;5668
2019-01-01;Térmica a GNL;0.0;0.0;0.0;0.0;204;0
2019-01-01;Solar Fotovoltaica;0.0;0.0;0.0;0.0;1963.1200000000001;512
2019-01-01;Térmica Reação Exotérmica;0.0;0.0;0.0;0.0;5;0
